sa1,urban_liveability_index,c_dwelling_density_1600m_per_sqkm,c_street_connectivity_1600m_per_sqkm,c_access_large_public_open_space,c_sa1_prop_affordablehousing,c_sa2_prop_live_work_sa3,c_access_community_culture_leisure,c_access_early_years,c_access_education,c_access_health_services,c_access_sport_rec,c_access_food,c_access_convenience,c_access_busstop2012_400m,c_access_tramstops2012_600m,c_access_trainstations2012_800m,raw_dwelling_density_1600m_per_sqkm,raw_street_connectivity_1600m_per_sqkm,raw_access_large_public_open_space,raw_sa1_prop_affordablehousing,raw_sa2_prop_live_work_sa3,raw_access_community_culture_leisure,raw_access_early_years,raw_access_education,raw_access_health_services,raw_access_sport_rec,raw_access_food,raw_access_convenience,raw_access_busstop2012_400m,raw_access_tramstops2012_600m,raw_access_trainstations2012_800m
2111903,114.1284327,124.7079507,128.4075394,108.9149077,86.35497363,127.6845197,128.2281049,110.1453176,110.8804819,119.684456,104.5731568,112.0279351,106.4181262,109.2143443,122.5441494,130.1153951,27.11907656,138.5386938,0.838283927,0,0.587389742,0.933302011,0.93773618,0.850507537,0.930143723,0.488756482,0.883367412,0.64209756,0.935610645,0.785193222,0.942287366
2111904,114.5702095,125.4966667,129.001458,111.0416061,86.35497363,127.6845197,125.7219658,108.8439493,110.6283412,120.2511952,104.8983674,113.6155429,108.3237236,108.7423244,127.5811284,127.8511279,28.80878089,142.9667887,0.92319202,0,0.587389742,0.866843911,0.902353473,0.843825704,0.945120033,0.496150166,0.931355376,0.698576102,0.917989584,0.933793002,0.868101091
2111905,114.4601048,122.8305156,128.6917983,107.1688935,101.08615,127.6845197,129.6241057,109.4169017,106.088438,119.7366203,102.9333831,110.7869734,107.2961143,102.7786955,127.9507173,127.9496477,25.28453303,140.6580505,0.768574595,0.12,0.587389742,0.970321329,0.917931391,0.723516353,0.931522187,0.451476114,0.84585738,0.668119576,0.69536026,0.94469653,0.871328984
2111906,115.323513,125.0305713,128.9864975,110.3715017,110.9069342,127.6845197,129.191421,108.9138195,107.9632171,120.2173155,104.3198427,112.1122065,107.0071653,100.7779911,122.2662601,126.2830496,27.76161169,142.8552475,0.896438208,0.2,0.587389742,0.958847342,0.904253163,0.773198789,0.944224749,0.482997368,0.885914651,0.65955564,0.620671595,0.776994998,0.817578547
2111907,114.9584788,124.2791547,129.1569128,110.7470211,110.4685063,127.6845197,129.8549369,105.4175065,102.4731196,118.6655799,103.2676578,110.4886617,107.606097,103.754595,128.1762582,126.4804604,26.52500662,144.1258175,0.911430758,0.196428571,0.587389742,0.976442538,0.809192439,0.62770889,0.903219516,0.459075872,0.836840437,0.677306916,0.73179174,0.951350384,0.823192647
2111908,112.6298713,125.4469159,129.6838751,111.6643838,86.35497363,127.6845197,128.94596,106.9511499,107.4113132,120.2288331,104.5689495,112.1584716,107.8900916,96.62905007,124.1238092,120.1130709,28.6970065,148.0547042,0.948056318,0,0.587389742,0.95233818,0.850890438,0.758573105,0.944529106,0.488660828,0.887313086,0.685724014,0.465786715,0.831795978,0.631860553
2111910,115.8757465,128.2992147,132.7308961,110.7376145,105.7381004,127.6845197,124.4542686,110.3185464,102.2830635,117.2014896,109.3748325,110.8175957,111.5759145,109.5071138,128.8373878,120.4266505,35.10522099,170.7724618,0.911055201,0.157894737,0.587389742,0.833226965,0.94244607,0.622672324,0.864530343,0.597922907,0.846782986,0.794965294,0.946540078,0.970854875,0.646784332
2111912,110.0206261,125.0508276,131.3852912,105.8367068,97.18672093,127.6845197,123.6848669,108.0259895,86.33423047,107.1744112,103.5557759,108.8794644,112.4607827,87.73435329,127.8913606,124.1580646,27.80712132,160.7399994,0.715387257,0.088235294,0.587389742,0.812823877,0.880114089,0.200021518,0.599560785,0.465626258,0.788199897,0.821191224,0.133737155,0.942945401,0.748514881
2111914,111.9079107,124.1520423,130.2448899,112.3247939,97.18672093,127.6845197,126.5954575,106.6422288,89.5693152,109.0497739,104.4658725,107.3618369,110.7913106,98.57364512,127.5037557,128.5958117,26.44449495,152.2374779,0.974423085,0.088235294,0.587389742,0.890007271,0.842491229,0.285752628,0.649117993,0.486317367,0.742327202,0.771711021,0.53838075,0.931510371,0.892499851
2111915,116.4632639,126.5573992,130.271737,111.9350554,122.3492876,127.6845197,125.063054,104.5373186,109.1939502,120.471987,105.5117501,114.0036485,112.9238245,107.4792043,128.5344894,110.4477882,31.19191171,152.4376422,0.958862838,0.3,0.587389742,0.84937081,0.785261144,0.805813736,0.950954546,0.510095464,0.943086482,0.834914967,0.870835817,0.961918837,0.382080276
2112001,111.6437212,122.596721,116.9382394,111.5157927,86.35497363,117.2853745,118.5367515,108.9595226,112.114734,110.1814834,109.922111,113.4186306,110.1931178,100.5635155,128.9900009,121.7541739,25.77380958,101.6366158,0.942123842,0,0.438596491,0.688820554,0.905495778,0.88321574,0.67902387,0.610365322,0.925403389,0.753981644,0.612664969,0.975357231,0.694808438
2112102,111.7578693,124.7105801,126.8292548,87.99522246,112.1991426,124.0172711,118.743817,107.3702487,109.1301788,112.8742865,113.8894674,114.770106,107.9651584,104.1309379,97.89277634,129.9314505,27.04269266,126.771434,0.003068875,0.210526316,0.521190893,0.690014774,0.862285251,0.804123768,0.750182269,0.700563439,0.966253874,0.687948864,0.745841069,0.057934166,0.936260618
2112103,113.28614,124.7702745,126.2287229,88.48482145,103.4842484,124.0172711,124.0129653,110.0742096,112.5836444,114.8609196,117.9088925,114.5810841,109.8447142,98.66138333,117.1457268,128.5703113,27.17680702,122.295572,0.022616036,0.139534884,0.521190893,0.821620621,0.935802836,0.895642062,0.802679845,0.791945345,0.960540387,0.743655575,0.541656122,0.625930218,0.891664358
2112104,114.6613259,124.4478627,123.84245,96.526808,101.3256813,124.0172711,125.9961527,110.1409547,113.63123,113.7207274,120.4824687,114.2235871,112.7477145,100.4161573,127.314831,123.7699143,26.45244947,109.8881923,0.343691049,0.12195122,0.521190893,0.874114833,0.937617557,0.923403523,0.772549808,0.850455775,0.949734474,0.829695376,0.607163912,0.925936759,0.7361858
2112105,115.028427,124.7058077,124.8926143,90.55724845,116.5418104,124.0172711,127.63935,110.5967809,114.4697798,118.3562879,117.6590876,115.1429667,111.4950257,90.5217629,127.5612675,128.8808436,27.03197058,113.0678534,0.105357349,0.245901639,0.521190893,0.917689336,0.950010947,0.945625448,0.89504635,0.786266014,0.977524181,0.792567893,0.237794456,0.933207071,0.901838617
2112107,115.1889571,121.5378358,126.8017711,104.8551436,123.7692558,124.0172711,117.7364698,111.9241673,111.7202165,115.0055318,124.6767111,115.0161271,106.2908414,109.8782007,96.61028219,128.1712153,24.3877595,126.566523,0.676198502,0.391705069,0.521190893,0.665797188,0.986101054,0.87276086,0.806501279,0.945812163,0.973690251,0.638325065,0.960393191,0.020098323,0.87858841
2112108,111.8664498,116.0364098,126.8585697,111.8939278,123.8537687,124.0172711,112.212817,111.2053659,105.0375077,110.8311149,122.4590123,113.0740865,102.6422717,88.34269331,95.98942192,130.8223769,21.69612554,126.9899979,0.957220826,0.397163121,0.521190893,0.542994335,0.966557672,0.695666256,0.696190642,0.89539263,0.914988998,0.530187906,0.156447208,0.001781848,0.965450863
2112109,111.3506908,124.1074826,127.08756,100.8523761,99.99495171,124.0172711,116.1283196,110.6222318,108.6319478,112.9722167,119.2938339,114.6286423,105.6013922,96.62514621,96.42915126,128.9690656,26.17623125,128.6972871,0.516388657,0.111111111,0.521190893,0.630229508,0.950702926,0.790920436,0.752770115,0.823432082,0.96197791,0.617891007,0.465640979,0.014754641,0.904729115
2112110,114.8727626,124.3344623,127.0743622,95.37066808,123.3346378,124.0172711,120.7816657,111.5970481,112.1124106,115.5545498,122.3488324,115.3650736,107.0621986,108.8813102,98.0904222,130.3760688,26.46395203,128.598888,0.29753235,0.363636364,0.521190893,0.738316476,0.977207062,0.883154168,0.821009299,0.892887681,0.984237714,0.66118673,0.923178089,0.063765068,0.950828058
2112112,114.7306586,125.4732439,127.0896755,109.7655306,110.1149354,124.0172711,124.0147243,108.2154407,114.9304705,112.4025769,117.5075202,112.5883244,106.9359544,98.72623611,120.8592769,117.2430658,28.75615724,128.7130597,0.872244911,0.193548387,0.521190893,0.821571075,0.885265048,0.957833945,0.737717154,0.782820117,0.900306067,0.657445074,0.544077152,0.735486508,0.552755875
2112113,115.8076583,125.5689999,126.7137038,103.6422157,125.9361051,124.0172711,126.614135,109.4521723,115.3535546,117.1777312,116.5579763,114.1870576,107.4609607,87.92942884,125.9478406,126.3368083,28.97129073,125.9099172,0.627772551,0.53164557,0.521190893,0.890502561,0.918890357,0.969045853,0.863902518,0.761232172,0.948630311,0.673005334,0.141019557,0.885608127,0.827031602
2112114,112.6266657,124.9549864,126.9801846,89.83371121,86.35497363,124.0172711,124.8980449,111.1873763,114.4658715,116.9170648,121.7127878,115.4171652,107.5256762,107.6357443,107.4312148,131.0582595,27.59179641,127.8967253,0.076470241,0,0.521190893,0.844995078,0.966068557,0.945521877,0.857014304,0.878427164,0.985812263,0.674923388,0.876679638,0.339334953,0.973179301
2112115,114.8233395,125.3193613,126.5895811,97.92383114,113.9132967,124.0172711,126.075655,110.5471403,115.3441045,116.5207357,120.849413,114.3746255,107.1364594,91.76288529,119.7270224,126.7839719,28.41043158,124.9844918,0.399466972,0.224489796,0.521190893,0.876223083,0.948661276,0.968795419,0.846541149,0.858798279,0.954299848,0.663387687,0.284127024,0.702083002,0.836332283
2112116,114.913914,123.2011472,126.758794,102.4626086,122.593773,124.0172711,119.4318637,110.465497,113.2640832,114.2272073,124.7288173,114.8202915,106.3244962,107.6628221,97.61245363,127.032732,25.51029207,126.2460975,0.580676931,0.315789474,0.521190893,0.705124903,0.94644149,0.913673978,0.785933743,0.946996801,0.967770811,0.639322533,0.877690486,0.049664151,0.841341752
2112117,110.8695173,121.9347268,126.4621617,108.4725728,100.6769506,124.0172711,118.3063596,107.2667531,113.05373,108.8551623,122.5374263,113.0473336,102.7847798,93.99873877,99.60781619,115.7093025,25.10753274,124.0344881,0.820623778,0.116666667,0.521190893,0.681700795,0.859471325,0.90809953,0.643975305,0.897175377,0.914180348,0.534411592,0.367594081,0.108530872,0.523454764
2112118,110.1409379,114.0686265,126.2757582,111.5049455,86.35497363,124.0172711,112.1614333,109.2460512,108.6925507,108.7159141,125.8797628,112.3828402,101.9465612,108.7990312,96.02139844,121.3650021,20.73336564,122.6447144,0.941690767,0,0.521190893,0.541851964,0.913286162,0.792526437,0.640295615,0.973163627,0.894094983,0.509568276,0.920106517,0.002725212,0.666305435
2112119,108.9020154,112.7711692,126.2068781,111.2481524,108.276367,124.0172711,110.9824273,101.6251952,107.1565021,99.59858452,124.9242999,110.1818274,95.66841355,102.7160597,96.03972789,115.4729744,20.09857019,122.1311626,0.931438346,0.178571429,0.521190893,0.515640088,0.706083861,0.751820501,0.399366533,0.951441112,0.827565883,0.32349507,0.693021991,0.003265963,0.51109184
2112120,105.8782918,119.7303463,127.008802,112.3371386,97.18672093,124.0172711,112.8261876,92.20082389,108.9272602,95.12314187,119.8957086,110.2763777,95.24959853,96.50256822,96.74563315,99.02277151,23.50342515,128.1100887,0.974915944,0.088235294,0.521190893,0.556630902,0.449846058,0.798746339,0.28110117,0.837115746,0.830423816,0.311082132,0.461064998,0.024091416,0.097430122
2112121,106.1016598,124.0635066,127.1269798,111.0522274,86.35497363,124.0172711,112.749182,91.95242467,110.3014295,95.66294831,118.7471542,110.6010048,96.49921769,107.1957968,99.29590195,96.97473111,26.14018198,128.9911903,0.923616073,0,0.521190893,0.554918899,0.443092369,0.835162406,0.295365771,0.811003281,0.840236184,0.348118637,0.860255879,0.099328851,0.046403938
2112122,109.5291495,124.6971075,126.9626791,112.4442249,111.5364716,124.0172711,114.8916397,96.34926248,112.246897,99.24717425,120.444156,111.5818843,98.35351463,105.1064486,100.3139667,99.17954681,27.39142992,127.7662089,0.979191349,0.205128205,0.521190893,0.602550408,0.562637326,0.886718115,0.390080376,0.849584733,0.869884822,0.403076722,0.782258037,0.129363561,0.101336122
2112123,110.2593845,124.965574,127.3856601,112.3473864,120.8811681,124.0172711,116.1921,97.4295372,112.061425,101.381827,117.6294892,110.3618548,99.36219668,97.71134307,103.9514135,104.2066629,27.61558323,130.9198402,0.975325088,0.28125,0.521190893,0.635260379,0.592008752,0.88180303,0.446489428,0.785593091,0.833007496,0.432972276,0.506189994,0.236674667,0.227064006
2112201,114.667937,131.2622269,135.5842347,89.23641318,88.64954938,131.0979,128.9410391,111.5062368,97.74657211,114.3775859,122.6040721,115.0310632,117.8687782,105.3238627,129.2504199,130.8493744,41.76217352,192.046177,0.052623214,0.018691589,0.649005922,0.952207685,0.974738006,0.502453387,0.789907557,0.898690574,0.974141718,0.981474656,0.790374363,0.983040051,0.966335407
2112202,115.5795812,132.3008739,134.7868278,99.26767162,92.20067852,131.0979,126.1760289,110.4614029,93.73254675,115.0116177,121.3646607,114.4883279,117.5781646,109.5968276,129.0440146,130.2495501,44.09568528,186.1009284,0.453119586,0.047619048,0.649005922,0.878884812,0.946330175,0.396080021,0.806662103,0.870512472,0.957736684,0.972861385,0.9498892,0.976950731,0.946682811
2112203,115.9283182,132.7885974,134.7195229,110.7355446,88.81016968,131.0979,123.0134044,110.4296974,92.06912588,114.2032302,122.7758864,114.2458237,117.5359097,110.4494458,128.7593276,130.3529032,45.19144605,185.5991212,0.91097256,0.02,0.649005922,0.795017955,0.945468138,0.351998666,0.785300138,0.902596784,0.95040661,0.971609022,0.981718446,0.96855196,0.950069061
2112204,116.0994136,133.259304,134.372563,111.6897368,92.49296377,131.0979,122.1560265,109.8372165,90.83419484,113.9243619,122.0722268,114.1015277,117.5137362,110.2769051,128.92376,130.8360722,46.24897501,183.012283,0.94906853,0.05,0.649005922,0.772281903,0.929359266,0.319272473,0.777930931,0.886599035,0.946045035,0.970951841,0.9752773,0.973403006,0.965899574
2112206,112.8019158,130.2367081,131.2089514,104.783103,89.2321565,131.0979,123.3245583,103.3568917,93.58541857,105.8815935,105.0531053,114.9659839,116.242099,110.2843287,129.4075469,128.9853397,39.4581568,159.4252574,0.673322294,0.0234375,0.649005922,0.803269169,0.753166695,0.392181062,0.565397557,0.499668144,0.972174594,0.933262758,0.97555443,0.987675574,0.905262318
2112207,114.2141211,133.5292546,133.1325129,109.4444873,90.33637264,131.0979,120.489788,106.7793576,87.36453092,114.111894,112.714762,113.0821548,117.834162,109.2293699,128.9951104,130.4273738,46.85546873,173.7668076,0.859427308,0.032432432,0.649005922,0.730114676,0.846219603,0.227324915,0.782886544,0.673856432,0.915232876,0.980448695,0.936171569,0.975507971,0.952509012
2112208,113.1802623,130.6433499,131.9525855,103.4441567,90.49294451,131.0979,123.1438641,104.2324794,91.80791683,107.2083686,106.6507193,115.4269439,116.6560559,110.2579308,129.2279015,130.583609,40.3717524,164.9695909,0.619865079,0.033707865,0.649005922,0.798477499,0.776972918,0.345076516,0.600458123,0.535990008,0.986107842,0.94553171,0.974568967,0.982375719,0.95762789
2112209,112.20732,131.7603534,132.9390129,94.18991086,91.0765045,131.0979,122.854071,104.9104467,90.64387033,109.0279078,106.0091182,115.4223789,116.4008578,107.6728354,129.1671466,128.0937466,42.88130642,172.324124,0.250390808,0.038461538,0.649005922,0.79079273,0.795406068,0.314228793,0.648540174,0.521403163,0.985969857,0.937968089,0.878064294,0.980583342,0.876050231
2112210,115.2512736,132.6611674,134.5158206,92.76474776,100.3049512,131.0979,125.4777291,109.7242057,91.7304311,114.9878216,118.9769519,114.7141873,117.8694081,109.503628,128.6398632,129.3944669,44.90515107,184.0803724,0.193491402,0.113636364,0.649005922,0.860367213,0.926286631,0.343023112,0.806033281,0.816227749,0.964563643,0.981493326,0.946409951,0.96502755,0.918666929
2112211,111.7609376,131.6718097,130.0839378,89.37952768,98.6309539,131.0979,122.0342312,105.4633283,84.14707006,110.3328086,104.0414459,113.1574999,117.1863633,108.8232724,129.2488718,131.1764227,42.68237677,151.0374626,0.058337037,0.1,0.649005922,0.769052119,0.810438282,0.142060844,0.6830227,0.476667997,0.917510299,0.961249085,0.921011469,0.982994378,0.977050792
2112212,113.320332,131.7712452,134.6439548,88.88636317,89.47598556,131.0979,127.0506486,110.2775394,93.67812335,110.559382,115.9244748,115.0443276,116.6642248,108.6258381,129.0192523,125.6297228,42.90577685,185.0357064,0.038647524,0.025423729,0.649005922,0.902078082,0.941331139,0.394637778,0.689009992,0.746829472,0.974542658,0.945773822,0.913641012,0.9762202,0.795319145
2112213,112.6442072,133.780242,134.2267459,88.36816067,92.55496367,131.0979,122.6240068,109.11003,87.69999136,114.0849148,111.179148,114.8931764,117.578823,109.0887244,128.6323394,124.2758837,47.41935817,181.9251107,0.017958373,0.050505051,0.649005922,0.784693353,0.909587903,0.236214758,0.782173607,0.638944142,0.969973874,0.972880897,0.930921105,0.964805586,0.755471649
2112214,111.4437036,132.1567814,131.8389193,90.32443998,92.39234098,131.0979,124.3989255,108.5206099,88.32519997,109.5970442,98.91718033,115.4750269,115.2362382,109.2725575,129.1126459,125.1320406,43.77195513,164.1221262,0.096062508,0.049180328,0.649005922,0.83175937,0.893562247,0.25278305,0.663579832,0.36016747,0.987561225,0.903450822,0.937783814,0.978975477,0.782940699
2112215,111.0905909,132.3752794,131.4482284,88.10093489,90.79207493,131.0979,125.0189608,109.9935781,89.1604785,111.0641841,99.21940102,115.1823536,113.7623756,109.8584631,129.1625824,120.4366734,44.26285101,161.2092412,0.007289427,0.036144578,0.649005922,0.848201539,0.933610558,0.274918283,0.70234959,0.367038478,0.97871471,0.859768138,0.959656362,0.980448691,0.638006802
2112216,111.7088444,130.4537938,130.0155158,88.05797706,104.911688,131.0979,126.6302027,108.0354272,88.02556036,109.8933543,97.15892579,114.2087554,115.2480356,105.7579083,129.3021775,124.8637704,39.94587969,150.5273268,0.005574342,0.151162791,0.649005922,0.890928648,0.880370688,0.244842474,0.671409942,0.320193433,0.949286164,0.903800476,0.806577799,0.984566993,0.772453725
2112217,111.4378657,129.5649956,129.0368006,87.94887619,100.5195663,131.0979,125.2568698,105.4238097,86.41690706,109.305172,100.1681466,113.8481683,115.0570105,108.5228462,129.2774183,129.2382219,37.94903093,143.2302933,0.001218505,0.115384615,0.649005922,0.854510438,0.809363817,0.202212482,0.655866991,0.388608273,0.938386847,0.898138829,0.909796203,0.98383655,0.913547729
2112218,112.4136642,133.7179425,132.0836545,93.39867681,94.19070572,131.0979,120.2503884,108.4211103,85.98343901,113.359692,107.0117059,114.2836657,117.1117248,109.1427911,128.7280535,125.1547968,47.27939106,165.9468055,0.218800917,0.063829787,0.649005922,0.724622764,0.890856968,0.190725396,0.763009304,0.544197061,0.951550447,0.959036931,0.93293948,0.96762932,0.78562382
2112219,111.2704432,132.7257628,130.803489,94.50782355,88.64954938,131.0979,119.8874166,104.1688073,84.5562414,110.941105,104.8048021,113.1195887,117.8510303,108.2027142,129.1494218,130.2536694,45.05027662,156.4022407,0.263083421,0.018691589,0.649005922,0.714189053,0.775241747,0.152904058,0.699097175,0.494022953,0.916364372,0.98094864,0.897845295,0.980060428,0.946817773
2112220,116.4627619,131.9361561,136.2468712,105.0945168,92.52725421,131.0979,129.4715808,111.1282445,98.39658333,112.1901704,124.2114193,113.984158,117.4235819,109.943301,128.705993,125.1770443,43.27627961,196.9866139,0.685755441,0.05027933,0.649005922,0.966276656,0.964460831,0.519678959,0.732104228,0.935233722,0.942497352,0.968279825,0.962823461,0.966978497,0.78074298
2112221,116.2368903,131.6313288,135.795173,108.0792565,86.35497363,131.0979,129.4100905,111.598306,98.27859256,112.7155367,124.0704092,114.250009,117.4422532,110.5019944,128.8639834,125.9960086,42.59142897,193.6188752,0.804920688,0,0.649005922,0.964646049,0.97724126,0.516552153,0.745987242,0.932027848,0.95053312,0.968833209,0.983680148,0.971639494,0.807320104
2112222,114.5546309,131.2086927,135.46149,90.81475525,92.14553036,131.0979,128.1324785,111.5381135,95.62269034,111.1130821,120.8849112,114.7118296,116.4331895,110.0338913,127.9197334,126.8192037,41.64189909,191.1310258,0.115638266,0.047169811,0.649005922,0.930766179,0.975604695,0.446169624,0.703641738,0.859605335,0.964492377,0.938926343,0.966205304,0.94378245,0.834291204
2112223,114.7322346,130.9639747,135.1242337,90.98239141,96.046537,131.0979,126.1010704,111.4742939,95.62716684,109.9645715,118.9132453,114.6457617,116.0386653,110.2116317,127.7066394,130.1075868,41.09209522,188.6165347,0.122331113,0.078947368,0.649005922,0.876897053,0.973869514,0.446288253,0.673291887,0.814779374,0.96249537,0.927233344,0.972840565,0.9374958,0.942031535
2112224,112.9624823,130.1619884,133.1864423,99.95481507,86.35497363,131.0979,124.3400737,107.3096079,93.82233106,106.3045197,110.7335537,114.8260484,116.7178778,109.999322,129.0563532,126.9503133,39.29028524,174.1688903,0.480553678,0,0.649005922,0.830198731,0.860636499,0.398459343,0.576573554,0.628813527,0.967944822,0.947364003,0.964914794,0.97731474,0.838586869
2112225,112.5363829,130.4995465,133.0423263,99.94568148,86.35497363,131.0979,124.1978571,104.5211687,93.58214082,105.91222,107.5150084,114.9395505,116.197429,109.9495376,128.7097151,129.0011592,40.0486716,173.094401,0.48018902,0,0.649005922,0.826427414,0.784822047,0.392094201,0.566206877,0.555639679,0.971375604,0.93193882,0.963056282,0.967088305,0.905780627
2112227,115.2951706,131.2888364,135.8019774,98.38048849,90.07496765,131.0979,126.341396,111.484175,99.23747585,114.1418605,123.8851473,114.7466706,116.6707234,103.5070131,128.9603559,128.4790246,41.8219567,193.6696067,0.417698943,0.03030303,0.649005922,0.883270036,0.974138172,0.541962965,0.783678419,0.927815906,0.965545502,0.945966429,0.722549216,0.97448265,0.88907065
2112228,114.0763494,131.017653,136.3233799,89.4877733,86.35497363,131.0979,129.1204949,111.8316212,101.3531976,114.4024093,123.2108726,114.6957179,117.391128,97.56920633,129.0293429,129.2802465,41.21269336,197.5570415,0.062658726,0,0.649005922,0.956966517,0.983584833,0.598030485,0.790563526,0.912486225,0.964005375,0.96731795,0.500883862,0.976517891,0.91492462
2112229,113.4297507,132.3781655,132.3663122,110.9488397,89.34911516,131.0979,120.2919744,102.4044,87.46751572,112.9726703,109.6283658,112.3086565,117.7470849,109.2200877,129.0028402,130.3089871,44.26933519,168.054224,0.919488335,0.024390244,0.649005922,0.723573072,0.727269543,0.230054055,0.752782102,0.603687003,0.891852661,0.977867882,0.935825056,0.975736012,0.948630199
2112230,113.9128738,128.1855686,132.4296334,111.8006189,86.35497363,131.0979,123.7752904,110.5442384,92.326184,109.372123,107.7217937,113.8507698,117.7150311,109.5900477,128.8388264,128.2459291,34.84989421,168.5263295,0.953495482,0,0.649005922,0.815221738,0.948582378,0.358810815,0.657636198,0.560340957,0.93846548,0.976917864,0.9496361,0.970897316,0.881036326
2112231,114.3464593,130.1392614,134.2585132,102.4342404,86.35497363,131.0979,123.4294555,111.0248645,94.78725241,110.5677334,115.1488171,114.0576226,116.9592578,109.9014793,128.9506957,130.8814112,39.23922481,182.1619588,0.579544333,0,0.649005922,0.806050846,0.961650048,0.424030166,0.689230681,0.729194842,0.944717933,0.95451808,0.961262207,0.974197659,0.967385058
2112232,115.3648057,131.3186595,135.5424587,101.7448003,86.35497363,131.0979,126.8851063,111.8973398,97.68808064,112.2324089,121.2513375,113.7458213,116.3232011,110.139937,128.169474,130.4982945,41.88895993,191.7347065,0.552018548,0,0.649005922,0.897688213,0.985371645,0.500903338,0.733220396,0.86793606,0.935293245,0.935666481,0.970164117,0.951150237,0.954832651
2112233,116.7180628,131.2697081,136.0021439,112.543964,86.35497363,131.0979,127.8738713,111.0285267,101.211706,114.5675356,124.0597368,112.0429289,117.004824,108.2622002,129.4359602,129.8712976,41.77898139,195.1619938,0.983173415,0,0.649005922,0.923908399,0.961749617,0.594280897,0.794927054,0.93178521,0.883820624,0.955868578,0.900065979,0.98851382,0.934289774
2112234,116.4907073,131.3191174,136.1127235,110.9757181,86.35497363,131.0979,128.4609493,111.6764746,99.19872952,113.2035499,123.2651841,113.2149492,116.8748569,109.7564919,128.5901572,129.4383038,41.88998866,195.9864449,0.920561451,0,0.649005922,0.939476606,0.979366574,0.540936171,0.758883187,0.913721,0.919246794,0.952016584,0.955849659,0.963561135,0.920103197
2112301,113.2969909,130.4033018,131.5043649,110.9845359,91.55666018,127.351941,124.1242927,98.08992766,93.34571691,108.6531572,111.3981924,113.2442429,116.7881151,110.006594,126.2595637,127.229627,39.83244019,161.6277797,0.9209135,0.042372881,0.581386242,0.824476622,0.609964008,0.385828867,0.63863724,0.643924133,0.920132244,0.949445712,0.965186265,0.894804511,0.847761122
2112302,113.9278898,129.8211167,131.9346878,98.21772799,102.3671218,127.351941,128.7748778,108.0897377,105.2213603,111.3220944,115.6563746,114.8622278,116.9389106,97.97254771,128.6832279,109.924251,38.52445426,164.83615,0.411200757,0.130434783,0.581386242,0.9478014,0.881847328,0.700538427,0.709164972,0.740734196,0.969038403,0.953915024,0.515941072,0.966306886,0.369148988
2112303,116.4752928,130.8045128,133.5803317,109.941615,103.0949467,127.351941,125.1985261,108.9942231,104.0172893,110.0425575,120.3491893,114.2087948,115.9697258,107.0824942,128.3236922,120.7988329,40.73383457,177.1056224,0.879275052,0.136363636,0.581386242,0.852963273,0.906439246,0.668630038,0.675352696,0.84742566,0.949287353,0.925190099,0.856026158,0.955699946,0.652950233
2112304,109.3777546,128.4305958,129.5052166,89.33624615,86.35497363,127.351941,126.8496435,97.28703528,95.04648432,105.1930788,109.4076248,112.2845838,115.4806659,107.4736009,114.0702314,123.619633,35.40039298,146.7226757,0.056609029,0,0.581386242,0.896747805,0.588134289,0.430899921,0.547203282,0.598668443,0.891125028,0.910695226,0.870626633,0.535197673,0.736307479
2112305,110.6454419,119.0696449,127.2677954,98.01023691,86.35497363,127.351941,111.4419391,111.4270987,108.0400189,109.9718711,121.0234532,111.1959045,113.2217791,99.70980999,125.7653924,107.2611908,23.18016963,130.0410733,0.402916709,0,0.581386242,0.525856037,0.972586332,0.775234071,0.67348478,0.862755096,0.85821797,0.843745814,0.58079513,0.880225584,0.302687356
2112306,113.6782656,118.1675968,127.9944835,99.0866341,122.7715805,127.351941,115.8894694,110.9313618,111.3692067,112.3823699,122.1447748,110.202516,116.2585371,93.64918603,128.9985308,102.4699805,22.73883254,135.4590613,0.445891693,0.327272727,0.581386242,0.624793308,0.959107818,0.863458953,0.737183175,0.888248419,0.828191228,0.933749957,0.354544863,0.975608877,0.183316086
2112307,111.41533,117.8247518,126.7050459,107.4928674,99.50780964,127.351941,111.2410785,111.5507771,105.7531842,105.8640192,119.1244366,110.9994004,111.2224153,86.16859836,127.5319274,118.8379884,22.57109177,125.8453663,0.781509199,0.107142857,0.581386242,0.521390468,0.975949006,0.714631986,0.564933151,0.819580823,0.852278321,0.784488203,0.075285671,0.932341488,0.598552857
2112308,111.3383212,126.1056312,128.883504,88.01049064,108.6749378,127.351941,125.8772666,99.29610996,94.90533657,103.9164966,112.3040666,111.6033387,113.5066206,107.9608254,113.1566978,130.0432728,30.22314912,142.0873559,0.003678455,0.181818182,0.581386242,0.870962197,0.642758716,0.427159446,0.513469088,0.664519245,0.870533313,0.852188011,0.888815301,0.508246817,0.939924355
2112309,114.3066649,119.472391,128.6369473,95.82744449,103.171385,127.351941,128.2247686,110.7634158,112.5978716,112.179227,124.3795456,113.2344587,117.392744,106.0076902,128.8073403,101.1116317,23.56693186,140.249096,0.315769074,0.136986301,0.581386242,0.933213539,0.954541559,0.89601909,0.731815043,0.939056085,0.919836501,0.967365845,0.815902453,0.96996842,0.149473318
